asin,title,original_price,discounted_price,rating,weight,brand,categories
B0CLGMD754,"Valentines Day Table Runner 36 Inch Long, Embroidered Red and Pink Sparkle Love Heart Table Runners, Sweetest Day Wedding Anniversary Home Kitchen Dining Room Table Decoration, 13 x 36in",14.99,9.99,4.80,0.2875000000,Simplebrand,Home&Kitchen>Kitchen&Dining
B0CLGMFTRT,"Valentines Day Table Runner 70 Inch Long, Embroidered Red and Pink Sparkle Love Heart Table Runners, Sweetest Day Wedding Anniversary Home Kitchen Dining Room Table Decoration, 13 x 70in",16.99,12.99,4.80,0.5250000000,Simplebrand,Home&Kitchen>Kitchen&Dining
B0CLGWMCJQ,"2 Packs - USB C Headphones Type C Earbuds Wired Headset Noise Canceling Earphones Compatible with iPhone 15 Pro Max Plus, iPad Pro, Android Smart Phone Galaxy S23/S22/S21/S20, Note10/20, A53/A54",22.99,13.99,4.30,0.0900000000,Mfilink,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B0CLGXBF4P,"USB C Headphones Type C Earphones Wired Earbuds Built-in Mic & Volume Control Headset Compatible with iPhone 15 Pro Max Plus, iPad Pro, Android Smart Phone Galaxy S23/S22/S21/S20, Note10/20, A53/A54",11.10,9.99,4.00,0.1100000000,Mfilink,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B0CLGYWLV3,BOLOXA Bluetooth Headphones 5.3 Wireless Earbuds IPX7 Waterproof & 16Hrs Long Battery Over-Ear Stereo Bass Earphones with Earhooks Running Headset with Mic & Storage Bag for Workout Gym Sports,33.98,18.99,4.80,0.0220625000,BOLOXA,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B0CLHBZ2C2,"Dove Nourishing Body Care, Face, Hand, and Body Beauty Cream for Normal to Dry Skin Lotion for Women with 24-Hour Moisturization, 12-Pack, 2.53 Oz Each Jar",15.77,13.54,5.00,2.4400000000,Dove,Beauty&PersonalCare>SkinCare
B0CLJTT7SY,Happy Hippo 222 Glow in The Dark Stars for Ceiling with Bonus Moon,5.99,4.99,4.10,0.2200000000,Generic,Toys&Games>Baby&ToddlerToys
B0CLL8QLJS,"2 Packs USB C Headphones for iPhone 15, Type C Earbuds HiFi Stereo USB C Earphones with Mic Volume Control for Galaxy S23/S22/S21/S20/Ultra Note 10/20, for iPad Pro Pixel 7/6/6a/5/4 OnePlus 9 8",21.10,18.99,3.30,0.0706250000,MLWYQOJ,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B0CLL8SVQS,2 Pack-Apple Earbuds for iPhone Headphones Wired Lightning Earphones [Apple MFi Certified] Built-in Microphone & Volume Control Headsets Compatible with iPhone 14/13/12/11/XR/XS/X/8/7/SE/Pro/Pro Max,24.43,21.99,2.30,0.0396250000,MLWYQOJ,Electronics>Accessories&Supplies
B0CLLDZQVH,USB C Headphones Wired Earbuds for iPhone 15 Pro Max in-Ear Noise Canceling Type C Earphones Microphone Volume Control for Google Pixel 8 Pro Samsung S24 Ultra S23 FE Z Flip Fold 5 iPad Air iPhone 15,16.99,13.99,4.50,0.0506250000,ACANDYA,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B0CLN8F2N9,"Hugolog 3K 5MP Indoor Pan/Tilt Security Camera, AI Sound Processing Ideal for Baby Monitor/Pet Camera/Home Security with 12×Zoom,Starlight Color Night Vision,Human Dectection,US Cloud,Works with Alexa",35.99,28.79,4.80,0.8375000000,Hugolog,Electronics>Camera&Photo
B0CLNMZMNS,Bluetooth Headphones Lightweight Wireless Earbuds 48H Playtime with LED Power Display Charging Case IPX7 Waterproof in-Ear Earphones Built-in Mic for TV Smart Phone Computer Laptop White Ear Buds,23.99,19.99,4.80,0.2625000000,BUABMEQ,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B0CLNV296V,"Wireless Earbuds V5.3 Bluetooth Headphones 56H Playtime Deep Bass Bluetooth Earbuds in-Ear with 4 ENC Mic, 2023 Noise Cancelling Earphones with Charging Case, IP7 Waterproof Sport Ear Buds LED Display",38.88,34.99,4.80,0.2200000000,Drsaec,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B0CLNWSB37,"MP-MALL for MagSafe Car Mount, Magnetic Hands Free iPhone Car Holder Dashboard for Car Fit for iPhone 15 14 13 12 Pro Max Plus & MagSafe Case & All Phones (Black)",29.99,24.99,4.60,0.3312500000,MP-MALL,Automotive>CarElectronics&Accessories
B0CLP2L8H3,"2 Pack Wired Apple Earbuds/iPhone Headphones/Earphones with 3.5mm Wired[Apple MFi Certified] with Mic, Volume Control Compatible with iPhone,iPad,iPod,Computer,MP3/4,Android Most 3.5mm Audio Devices",19.99,9.99,4.50,0.0396250000,FRRFOLT,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B0CLP4TSNQ,"3Pack Phone 15 14 USB C Charger Block [MFi Certified], iGENJUN 20W Dual Port QC + PD 3.0 Power Adapter Wall Charger Fast Plug Charging Brick for Phone 15/14/13 Pro, Pixel, Samsung Galaxy - White",12.47,9.98,4.70,0.0110000000,iGENJUN,Electronics>Accessories&Supplies
B0CLP75XV1,"2 Pack USB C Headphones,Type C in-Ear Earbuds with Microphone & Remote Noise Cancelling Wired Earphones for iPhone 15 Pro Max, iPad, Galaxy S23/S22/S21/S20/Note 10/20 Pixel 7/6/6a/5/4",19.99,13.08,4.40,0.0396250000,EXCPSUE,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B0CLP8Z5L3,"2 Pack-Apple Earbuds for iPhone Headphones [Apple MFi Certified] with Wired Lightning Earphones, Built-in Microphone & Volume Control, Compatible with iPhone 14/13/12/11/XR/XS/X/8/7/SE/Pro/Pro Max",24.43,21.99,4.40,0.0396250000,EXCPSUE,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B0CLQMC1M6,"ZAGS Supplies Wireless Earbuds E7S Bluetooth V5.3, Deep Bass HiFi Premium Sound Noise Reduction Ear Buds with Built in Microphone, Waterproof Headphones for Exercise, Running, Work",12.99,9.99,4.10,0.1100000000,ZAGS Supplies,Electronics>Accessories&Supplies
B0CLQQMG1Y,"Wired Earbuds Headphones, Earphones for iPhone with Volume Control for Clear Audio, Headphones [Apple MFi Certified] Compatible with iPhone 14/13/12/11/SE/XR/8 Plus/Supports iOS Systems 2 Pack",17.77,15.99,4.00,0.1493750000,Fouhurt,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B0CLRHYNP4,"TELESIN° Magnetic Neck Mount for Phones, Neck Cell Phone Holder POV/Vlog Selfie Mount Hand Free Phone Neck Holder Chest Stand Strap Video Recording for iPhone 15 14 13 12 Seires Android Phones (Grey)",32.99,28.59,4.40,0.7812500000,Generic,Automotive>CarElectronics&Accessories
B0CLRMBR8T,WOTOU Cordless Car Vacuum Cleaner Rechargeable: 18000PA 3 in 1 Wireless Portable Car Vacuum High Power with Brushless Motor Type-C Handheld Vacuum Cleaner for Car Office Desktop Home Cleaning,59.99,56.99,4.80,1.5000000000,WOTOU,Automotive>CarCare
B0CLRPMXPD,"LISEN for 15W MagSafe Car Mount Charger iPhone Wireless Car Charger Magnetic Phone Holder Mount, Automobile Car Phone Holder Vent Fit iPhone 15 Pro Plus Max 14 13 12 MagSafe Case",49.99,39.99,4.40,0.4375000000,LISEN,Automotive>CarElectronics&Accessories
B0CLS6YML6,Wireless Earbuds Bluetooth 5.3 Headphones with Digital Display Charging Case Touch Control in-Ear Earphones with Built-in Microphone IPX7 Waterproof Stereo Earphones for Running Walking Workout Black,25.99,15.99,4.50,0.2000000000,NUPLEA,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B0CLSF3V4D,"Sleep Earbuds Invisible Earbuds, Comfortable Noise Blocking Wireless Bluetooth Sleeping Earbuds for Side Sleepers, Smallest Mini Sleep Buds, Tiny Hidden Headphones for Sleeping Work Sports, Black",33.32,29.99,4.30,0.2500000000,Ertuly,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B0CLSXLF4W,Medik8 Crystal Retinal Youth Replenish Duo - Holiday Skin Care Gift Set with Night Ceramide Face Cream and Stable Retinal 6 - Anti Aging Skin Care - Night Face Moisturizer and Vitamin A Serum - 2 pc,110.60,94.80,4.00,0.5487500000,Generic,Beauty&PersonalCare>SkinCare
B0CLTXXDWK,"70mai True 4K Dash Cam A800S with Sony IMX415, Front and Rear, Free 128GB SD Card, Built in GPS, Super Night Vision, 3'' IPS LCD, Parking Mode, ADAS, Loop Recording, iOS/Android App Control",159.99,114.99,4.30,1.3400000000,70mai,Electronics>Car&VehicleElectronics
‎B0CLV3KK57,"Wowwat Air tag Holder Apple Air Tag Case with Keychain, Hard PC Anti-Drop Airtags Key Chain for Air Tags Case, Airtag Device Accessories for GPS Item Finder Tracker - Black",4.99,2.97,4.50,0.0198125000,Wowwat,Automotive>CarElectronics&Accessories
B0CLV4FYFY,"45W USB-C Charger, 2-Pack 45 Watt Samsung Super Fast Charger Type C PPS Wall/Car Charger for Samsung Galaxy S24 Ultra/S24+/S23 Ultra/S23+/S23/S22 Ultra/Note 10+, Galaxy Tab S9 with 2X 6.6ft Cable",28.88,25.99,4.50,0.0110000000,EASDMN,Electronics>Car&VehicleElectronics
B0CLVBLC5Z,"SYNCWIRE Fits MagSafe Car Mount for Universal Dashboard & Tesla Screen, Magnetic Phone Holder for Car, Foldable Aluminum Alloy Arm, Super Stable Car Mount for iPhone 15 Pro Max 14 13 12&All Phones",33.32,29.99,4.60,0.3750000000,SYNCWIRE,Electronics>Car&VehicleElectronics
B0CLVD2PYH,"iPhone 15 Charger Fast Charging, [MFi Certified] 2 Pack 20W PD USB C Wall Charger Block with 6ft USB-C to C Cable for iPhone 15Pro/Plus/Pro Max, iPad Pro 12.9/11 inch, iPad Air 5th/Mini and More",34.99,9.99,4.90,0.3312500000,SYDGPZ,Electronics>Accessories&Supplies
B0CLVG8TYC,"JOYROOM Magnetic Suction Cup Phone Mount, Silicone Suction Phone Case Grip Stand Holder for MagSafe, Hands-Free Mirror Shower Phone Holder Mount Fit iPhone 15 Pro Max, TikTok Creator|Videos|Selfies",22.21,19.99,4.60,0.1493750000,JOYROOM,Electronics>Accessories&Supplies
B0CLY295GH,"Smof Bluetooth Air Conduction Headset with Mic,Open Ear Wireless Headphones with Bluetooth 5.1/Mute Function/aptX-HD/LL,for Online Meeting/Online Teaching/Office Home Business/Driving（Black）",69.99,59.99,4.20,0.4375000000,Smof,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B0CLY2HGLK,"New IPX8 Waterproof Airtag Holder, 6 Pack Airtags Case with Keychain, [Tightly Sealed] [Drop-Proof] [Anti-Scratch] Full Body Protective Airtag Holder, Find Your Luggage, Pet, Keys, & More (6 Colors)",5.99,5.39,4.50,0.1537500000,CITYWAY,Automotive>CarElectronics&Accessories
B0CLY3VP3L,"BUABMEQ Open Clip Ear Headphones, Bluetooth 5.3 Wireless Earbuds Sports Bone Conduction Headphones with Digital Display Charging Case 60 Hours Playtime IPX4 Waterproof for Running, Walking, Workout",59.99,32.99,5.00,0.2875000000,BUABMEQ,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B0CLYXLFJ7,"Carflix Portable Wireless CarPlay Screen for Car- 10.26 Inch Car Play Screen & Stereo Compatible with Android Auto and Apple CarPlay - Multimedia Player, Bluetooth, Navigation Screen for All Vehicles",154.44,139.00,4.30,2.4200000000,Carflix,Electronics>Car&VehicleElectronics
B0CLZD1D7F,"Open Ear Headphones - Bluetooth 5.3 Wireless Earbuds with Mic,Open Ear Ture Wireless Earbuds Superior HiFi Stereo Sound,49Hrs Battery Life with LED Digital Display,Sweatproof Workout Headphones",39.99,29.99,3.90,0.2400000000,Hulaed,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B0CLZVQXTM,"Butyoef Open Ear Headphones,360-Degree Panoramic Sound, DT4.0 Without Sound Loss,Air Conduction, 48H Range,LED Display,IPX7 Waterproof, Wireless Earbuds for Meeting, Driving,Traveling",44.43,39.99,5.00,0.4187500000,Butyoef,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B0CM28VBNP,Assortment Rubber Duckies in Bulks for Jeep Ducking Floater Duck Bath Toys Party Favors Classroom Incentives (Pink Valentine's Day Duck),12.99,11.49,4.50,0.4187500000,Generic,Toys&Games>Baby&ToddlerToys
B0CM316BXX,"Baby Jumper Baby Toddler Hanging Swing, Canvas Safety Hammock Chair, Toddler Swing Jumper 2 in 1, Baby Swing Set/Baby Bouncers for Indoor and Outdoor （with Foldable Stand）",129.99,89.99,5.00,19.2100000000,besuhot,BabyProducts>Activity&Entertainment
B0CM3K7NVC,"DOLYOFG Car Phone Holder Mount, [Military-Grade Suction & Super Sturdy Base] 3 in 1 Universal Phone Mount for Car Dashboard Windshield Air Vent Hands Free Car Mount for iPhone Android Smartphone",14.43,12.99,4.60,0.7125000000,DOLYOFG,Electronics>Car&VehicleElectronics
B0CM3RBL7G,"ZGUKJ Bone Conduction Headset, Open Ear Headphone with Noise Cancelling Mic, Bluetooth 5.1 Wireless Headset with USB Dongle and Mute Button for PC/PS4/PS5/Online Teaching/Meeting/Call Center",111.10,99.99,4.20,0.2200000000,ZGUKJ,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B0CM429913,"LISEN for MagSafe Car Mount, Magnetic Phone Holder for Car, Hands Free iPhone Car Holder Mount Dash Phone Mount for Car Fit for iPhone 15 14 13 12 Pro Max Plus Mini MagSafe Cases",24.43,21.99,4.10,0.3000000000,LISEN,Electronics>Car&VehicleElectronics
B0CM4NP4NY,"Viva Signature Cloth Paper Towels, 12 Triple Rolls, 141 Sheets per Roll",33.45,28.49,4.80,14.9400000000,Viva,Home&Kitchen>Kitchen&Dining
B0CM6D9XL8,Lamicall Fits MagSafe Car Mount Vent - [2024 Upgraded HD Glass Surface] Magnetic Phone Holders for Your Car - Car Phone Holder Mount for iPhone 15 14 13 Pro Plus Max Mini Mag Safe Case & All Phones,35.99,19.98,4.50,0.3500000000,Lamicall,Automotive>CarElectronics&Accessories
B0CM6HLK65,"qesfir Activity Cube for for Toddlers 1-3, 7-in-1 Baby Sensory Toys Montessori Toys，Busy Learners Activity Cube，Educational Learning Toys for 18+ Months Boy and Girl Gift",33.99,29.99,4.70,2.7200000000,Generic,Toys&Games>Baby&ToddlerToys
B0CM6W6V7Q,"NAMAA Baby Walker: Baby Head Protector Backpack for Crawling Toddlers. Ideal for Parents, Grandparents, and Toddler Gift. Halo Guard for Baby Safety and Protection (White, Panda)",21.99,17.99,4.60,0.5000000000,Generic,BabyProducts>Activity&Entertainment
B0CM8FQXXH,3Pcs Crevice Grout Cleaning Brush Hard Bristle Crevice Cleaning Brush New Multifunctional Dead Corners Cleaning Brush Tool Thin Gap Brush Grout Cleaner Brush Bathroom Kitchens,9.99,6.68,4.50,0.0500000000,Hiyniaz,Home&Kitchen>Kitchen&Dining
B0CM8L8DZC,"25X30 High Powered Binoculars with Phone Adapter, Tripod, Waterproof - For Adults Bird Watching, Hunting, Concerts",99.99,55.99,4.50,0.5000000000,Rodcirant,Electronics>Camera&Photo
B0CM8M6L1R,"WOTOU Rechargeable Cordless Car Vacuum Cleaner: 9000Pa Strong Suction Handheld Vacuum Powerful Car Vacuum Cleaner High Power with LED Light Portable Vacuum for Home, Pet Hair, Car Cleaning",45.99,39.99,4.40,1.5000000000,WOTOU,Automotive>CarCare
B0CM9K4LPR,"Wireless Bluetooth Earbuds 120H Playtime Bluetooth 5.3 Ear Buds for Sports, Hi-fi Stereo Earphones with LED Display Charging Case, Headphones for Running/Workout Audifonos Bluetooth inalambricos",32.99,19.99,4.60,0.4000000000,CoolJumper,Electronics>Accessories&Supplies
B0CM9N4H2W,"HXADOPTY Busy Board for Toddlers 2-4, Baby Montessori Busy Board Educational Activity Developing Sensory Toys, Boys Girls Christmas Birthday Gifts",21.99,16.99,4.20,0.8125000000,Generic,Toys&Games>Baby&ToddlerToys
B0CMBZTV71,"Kids Bluetooth Headphones, Over Ear Kids Wireless Headphones, Children's Bluetooth Wireless Headset with Built-in Mic Foldable Stereo AUX 3.5mm for Boys Girls School Travel Phone Pad PC (Pink)",13.99,9.99,5.00,0.3500000000,scorking,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B0CMC79WS6,Jekarsy Kids Wireless Earbuds with Elf Ball Charging Box Touch Control Bluetooth Wireless Ear Buds for Kids Waterproof Wireless Earphones with Microphone for Android iOS Cell Phone Computer Laptop,49.99,38.99,4.50,0.5500000000,Jekarsy,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B0CMC9HWV6,"Vanmor Busy Cube for Toddlers Kids, Montessori Sensory Activities Busy Board，10 in 1 Fidget Cube Autism Learning Travel Toys, Baby Gifts for Christmas",16.99,14.99,4.20,0.0396250000,Generic,Toys&Games>Baby&ToddlerToys
B0CMCJCSH6,"OBBOLO Baby Support Seat, Baby Sitting Support, Baby Seats for Sitting up 4-12 Months Infants, Baby Sofa Chair Sit Me Up",55.99,44.99,5.00,3.6900000000,OBBOLO,BabyProducts>Activity&Entertainment
B0CMCRRR1J,"TOZO OpenReal Open Ear Headphones Bluetooth 5.3 Air Conduction Wireless Headphones Sport Earbuds with Premium Sound, Dual-Mic Call Noise Reduction Earphones with Hair Band for Cycling Matte Black",49.99,39.99,4.40,0.3312500000,TOZO,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B0CMCSQFY1,"Wireless CarPlay Adapter for Factory Wired CarPlay, 2024 Automatic CarPlay Adapter Converts Wired to Wireless Fits Cars from 2015, iOS 10+, Keep Original Control, Support Navigation, Music, etc. Black",99.99,79.99,4.30,0.2300000000,LOBOAIR,Automotive>CarElectronics&Accessories
B0CMD2K7LX,"Hyyeosd Bone Conduction Headphones, Bluetooth Earbuds Wireless Headphones Swimming Headphones Built-in 32GB Open Ear Headphones Waterproof Wireless Earphones Headset for Swimming Running",99.99,49.99,4.50,0.5250000000,Hyyeosd,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B0CMD47ZC2,Bluetooth Headphones Wireless Earbuds 120Hrs Playtime Ear Buds IPX7 Waterproof Sports Earphones 2600mAh Wireless Charging Case Headset with Over-Ear Earhooks LED Power Display Mics for Workout CAP0X0,69.99,49.99,5.00,0.0198125000,FOYCOY,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B0CMD9R2YQ,"Wireless Earbuds,Bluetooth 5.3 Headphones 64Hrs Playback LED Power Display with Wireless Charging Case IPX5 Waterproof Hi-Fi Stereo in-Ear Headphones Build-in Dual Mic for Laptop iPhone Android Phone",29.95,23.95,4.50,0.0077500000,APHUWJ,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B0CMGJBXT9,"Dent Puller,Car Dent Remover Puller,2 Pack Car Dent Puller Kit Handle Lifter,Powerful Car Dent Remover,Suction Cup Dent Puller and Paintless Dent Repair Kit for Car Body Dent,Glass and Tiles",12.98,9.99,4.60,0.1493750000,Generic,Automotive>Tools&Equipment
B0CMGPQRQ4,"Linsoul ZiiGaat NUO in Ear Monitor, 10mm LCP Dynamic Driver Wired Earbuds, HiFi IEM, Gaming Earbuds, with Detachable 0.78mm 2Pin IEM Cable for Musician Stage",32.22,29.00,4.00,0.2000000000,Linsoul,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B0CMGVYK4Y,"YIK TUNG Bluetooth Cat Ear Over-Ear Headphones Compatible with Mobile Phone/PC/Tablet/TV/Xbox/Switch, Lovely Pink Foldable Child Headphones, Wireless & Wire Gaming Headset (Pink)",33.32,29.99,4.30,0.9875000000,YIK TUNG,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B0CMH9MT2X,"Tire Inflator Air Compressor Compatible with DeWalt 20v Max Battery Power,160PSI Cordless Portable Electric Air Pump with Digital Pressure Gauge for Car Motorcycles Bike Sport Ball Auto(no battery)",58.88,50.05,4.60,2.0300000000,LIVOWALNY,Automotive>Tools&Equipment
B0CMHCTNX4,"Wireless Earbuds, Bluetooth Headphones with Mics 56H Playtime Stereo Ear Buds with LED Power Display Wireless Charging Case in Ear Earphones IPX7 Waterproof Earbuds for iOS Android Phone",29.99,17.99,4.40,0.2200000000,STADOR,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B0CMHF4QDK,2 Pack USB C Headphones in Ear Earphones Earbuds with Mic and Volume Control Compatible with Google Pixel Samsung Galaxy Huawei iPad Pro,11.99,9.99,4.10,0.0706250000,VddSmm,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B0CMHJ7PRK,"kurdene G03 Wireless Earbuds Bluetooth 5.3 Headphones with 45ms Ultra Low-Latency Deep Bass for Music/Game Mode, Built-in Microphones with Breathing Light Effect and Wireless Charging Case-Black",11.10,9.99,4.20,0.1806250000,kurdene,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B0CMHKF5D2,"Tire Inflator Portable Air Compressor-Air Pump 20000mAh & 150PSI Cordless Electric for Car, Motorcycle, Bike, Ball, with Tire Gauge Pressure, Dual-Use Type",89.99,67.97,4.90,1.9000000000,LOLSSA,Automotive>Tools&Equipment
B0CMJB39FG,"Pureegg Plastic Forks and Spoons - 200 Packs, 7"" Disposable Plastic Silverware, Heavy-Duty Party Supplies, Heat-Resistant & BPA-Free Plastic Cutlery, Clear Utensile Combo: 100 Forks, 100 Spoons",19.99,10.99,4.10,1.9800000000,Pureegg,Health&Household>HouseholdSupplies
B0CMJQ45SB,"STATIK Dual Car Phone Charger for Cigarette Lighter Plug in, 12v - 24 V Fast Charging, Car Power Adapter for Type USB C and USB A Port, USBC Fast Charge for Cell Phone Automobile",24.99,14.99,4.60,0.0706250000,Statik,Automotive>CarElectronics&Accessories
B0CML38GLM,"1 Pack Cleaner Kit for AirPods Pro 1 2 3 Earbuds,Cleaning Kit Pen Shape with Soft Brush Flocking Sponge Tool for Bluetooth Earphones Headphones Charging Case,Phone,Camera and Computer(White)",5.98,3.97,4.30,0.0198125000,Inesore,Electronics>Camera&Photo
B0CMLQH4ZM,"MUSE HiFi Wired Earbuds with Microphone 3 Pack, in-Ear Headphones with Heavy Bass, High Sound Quality Earphones Compatible with iPad, Laptop, MP3, Android and iOS Phones, Fits All 3.5mm Jack",11.10,9.99,4.60,0.0831250000,MUSE HiFi,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B0CMPC58X2,"ELLA'S EARS Wireless Earbuds,Diamond Inlay 5.3 Bluetooth Headphones，in-Ear Earbuds with Wireless Charging Case IPX5 Waterproof，100H Playback Rapid Pairing Stereo Upgrade Earphones for iOS/Android",119.00,79.99,5.00,0.9500000000,ELLA'S EARS,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B0CMQR4K8K,"APPINESSEY Neckband Bluetooth Headphones, IPX5 Sweatproof Bluetooth Earbuds, Retractable Headphones Wireless Bluetooth with Microphone, Vibration Call, Stereo Noise Cancelling Earphones (Black)",29.99,27.99,1.00,0.1981250000,APPINESSEY,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B0CMQTWFL1,Wireless Earbuds Bluetooth 5.0 Headphones Noise Cancelling Air Buds Pods 3D Stereo Ear pods in-Ear Ear Buds with Deep Bass Earphones Sport Headsets for Android/Samsung/Apple iPhone,44.43,39.99,4.20,0.1100000000,Generic,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B0CMT8BFJ8,"iPhone Headphones (3rd Generation) 2024 Latest Version Wireless Bluetooth Earbuds with Fast Charging Case, Leisure/Running/Fitness (Touch Control,Sweat and Water Resistant) 100% Up to 25+ Hours of Use",23.98,19.98,4.60,0.1100000000,Case Logic,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B0CMTS46JM,"AirLinnnk 2024 Upgrade 2 in 1 Wireless Carplay & Android Auto Adapter | 1-Click Switching Between Android and Apple Devices for Family Members | Plug & Play, Compact Size",89.99,39.99,3.30,0.0551250000,AirLinnnk,Automotive>CarElectronics&Accessories
B0CMWJ34HG,"Avantree Eon B - Bluetooth Active Noise-Canceling Headphones with Ambient & EQ Modes, 45hr Playtime, Deep Bass, Dual Link, and Roomy Earpads, Wired & Wireless Over-Ear Headphones for Big Heads",133.32,119.99,4.30,0.6625000000,Avantree,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B0CMWLV2XQ,"xcvbgfea Wireless Earbuds Bluetooth Headphones 36H Play Time 5.0 Bluetooth with Wireless Charging Case, IPX6 Waterproof Sweat-Proof Earphones True Wireless Earbuds, in-Ear Earbuds for Working Sports",14.42,12.98,4.40,0.1300000000,xcvbgfea,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B0CMWY4MGX,"Wired Earbuds for iPhone, Apple Headphones with Lightning Connector [MFi Certified] Noise Isolating Earphones with Microphone & Remote Compatible with iPhone 14/13/12/11/XR/XS/X/8/8Plus/7/SE (White)",14.99,7.99,3.30,0.0198125000,SKYCABLE,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B0CMX8TT9Y,"2 Pack-USB C Headphones for iPhone 15, Type C Earbuds Wired Earbuds with Microphone & Remote Control Noise Cancelling Earphones, Compatible with iPhone 15 Pro Max, iPad Pro, Most USB C Jack Devices",21.09,18.98,4.30,0.0706250000,ACCZPRA,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B0CMXD5X63,"USB C Earphones for iPhone 15 Pro, Type C Headphones with Microphone Semi in-Ear Noise Canceling HiFi Stereo Volume Control for Samsung Galaxy S23 Ultra/S22/S21/S20/A53/A54，Note10/20， Z Flip 5 Fold 4",14.43,12.99,4.60,0.0706250000,BLXSounds,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B0CMXFPPKT,"Wireless Earbuds Bluetooth Headphones 5.3 Bass Stereo Earphones, 40H Playtime Ear Buds with LED Power Display, Bluetooth Earbud with Noise Cancelling Mic IPX7 Waterproof Earbuds for iOS Android",33.32,29.99,4.70,0.0881250000,POMUIC,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B0CMY27G8X,"Skullcandy Crusher Evo Over-Ear Wireless Headphones Bundle with Protective Case and USB-C Cable - Skullcandy Headphones Wireless Bluetooth with Adjustable Haptic Sensory Bass, 40 Hr Battery (Black)",179.99,158.99,4.70,1.8700000000,BAPON,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B0CMZDSQKK,"ZNXZXP Classroom Headphones Bulk 40 Pack for School Kids,Wholesale Durable Earphones Class Set of Headphones for Students Children Toddler Teens Adult (40Pack Mixed Color)",76.66,68.99,4.40,5.7700000000,ZNXZXP,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B0CMZSXXBN,2 in 1 for MagSafe Wireless Car Mount Charger - 18W [Aluminum Alloy] Magnetic Car Charger with 42.5W Car Charger - Air Vent Car Phone Holder Mount for iPhone 15/14/13/12/Apple Watch/Magsafe Case,49.99,29.99,4.80,0.5250000000,Yakry,Automotive>CarElectronics&Accessories
B0CMZVXSWH,"Rocoren 105W USB C Car Charger 6-Port for Family Travel, PD 35W & QC3.0 30W Super Fast Charging for Multiple Devices, Cigarette Lighter USB Charger with 5FT Cable for iPhone 15, iPad Pro, Samsung S24",29.99,21.99,4.80,0.2687500000,Rocoren,Automotive>CarElectronics&Accessories
B0CMZYKZFC,"70W USB C Car Charger, Rocoren 4-Port for Family Travel, PD 35W & QC3.0 30W Super Fast Charging for Multiple Devices, Cigarette Lighter USB Charger for iPhone 15, iPad Pro, Samsung S24, Google Pixel 8",19.99,16.99,4.70,0.0725000000,Rocoren,Automotive>CarElectronics&Accessories
